@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1379,'2019/10/24 11:55:30:229',5,485,501,1,1
1380,'2019/10/24 11:55:30:263',5,502,497,1,1
1381,'2019/10/24 11:55:30:297',5,504,474,1,1
1382,'2019/10/24 11:55:30:330',5,468,441,1,1
1383,'2019/10/24 11:55:30:364',5,451,440,1,1
1384,'2019/10/24 11:55:30:398',5,441,465,1,1
1385,'2019/10/24 11:55:30:431',5,445,484,1,1
1386,'2019/10/24 11:55:30:465',5,472,493,1,1
1387,'2019/10/24 11:55:30:499',5,496,489,1,1
1388,'2019/10/24 11:55:30:533',5,502,471,1,1
1389,'2019/10/24 11:55:30:567',5,492,455,1,1
1390,'2019/10/24 11:55:30:601',5,469,451,1,1
1391,'2019/10/24 11:55:30:634',5,462,466,1,1
1392,'2019/10/24 11:55:30:668',5,475,510,1,1
1393,'2019/10/24 11:55:30:702',5,512,528,1,1
1394,'2019/10/24 11:55:30:735',5,553,525,1,1
1395,'2019/10/24 11:55:30:769',5,562,500,1,1
1396,'2019/10/24 11:55:30:803',5,534,458,1,1
1397,'2019/10/24 11:55:30:837',5,522,452,1,1
1398,'2019/10/24 11:55:30:871',5,508,466,1,1
1399,'2019/10/24 11:55:30:904',5,504,502,1,1
1400,'2019/10/24 11:55:30:938',5,521,534,1,1
1401,'2019/10/24 11:55:30:973',5,538,537,1,1
1402,'2019/10/24 11:55:31:006',5,553,521,1,1
1403,'2019/10/24 11:55:31:045',5,557,485,1,1
1404,'2019/10/24 11:55:31:079',5,532,452,1,1
1405,'2019/10/24 11:55:31:113',5,490,440,1,1
1406,'2019/10/24 11:55:31:147',5,453,441,1,1
1407,'2019/10/24 11:55:31:181',5,438,475,1,1
1408,'2019/10/24 11:55:31:214',5,451,501,1,1
1409,'2019/10/24 11:55:31:247',5,503,522,1,1
1410,'2019/10/24 11:55:31:281',5,545,526,1,1
1411,'2019/10/24 11:55:31:314',5,557,504,1,1
1412,'2019/10/24 11:55:31:348',5,531,468,1,1
1413,'2019/10/24 11:55:31:382',5,474,450,1,1
1414,'2019/10/24 11:55:31:416',5,447,456,1,1
1415,'2019/10/24 11:55:31:450',5,441,478,1,1
1416,'2019/10/24 11:55:31:484',5,443,502,1,1
1417,'2019/10/24 11:55:31:518',5,454,510,1,1
1418,'2019/10/24 11:55:31:552',5,461,510,1,1
1419,'2019/10/24 11:55:31:585',5,470,503,1,1
1420,'2019/10/24 11:55:31:619',5,473,489,1,1
1421,'2019/10/24 11:55:31:653',5,472,489,1,1
1422,'2019/10/24 11:55:31:687',5,465,504,1,1
1423,'2019/10/24 11:55:31:720',5,463,529,1,1
1424,'2019/10/24 11:55:31:754',5,472,538,1,1
1425,'2019/10/24 11:55:31:794',5,491,537,1,1
1426,'2019/10/24 11:55:31:829',5,493,518,1,1
1427,'2019/10/24 11:55:31:862',5,487,507,1,1
1428,'2019/10/24 11:55:31:895',5,481,504,1,1
1429,'2019/10/24 11:55:31:929',5,469,501,1,1
1430,'2019/10/24 11:55:31:963',5,469,501,1,1
1431,'2019/10/24 11:55:31:997',5,469,501,1,1
1432,'2019/10/24 11:55:32:030',5,479,495,1,1
1433,'2019/10/24 11:55:32:064',5,481,486,1,1
1434,'2019/10/24 11:55:32:098',5,477,477,1,1
1435,'2019/10/24 11:55:32:132',5,474,477,1,1
1436,'2019/10/24 11:55:32:166',5,471,481,1,1
1437,'2019/10/24 11:55:32:199',5,471,483,1,1
1438,'2019/10/24 11:55:32:232',5,475,483,1,1
1439,'2019/10/24 11:55:32:266',5,482,482,1,1
1440,'2019/10/24 11:55:32:300',5,483,471,1,1
1441,'2019/10/24 11:55:32:333',5,477,468,1,1
1442,'2019/10/24 11:55:32:367',5,472,468,1,1
1443,'2019/10/24 11:55:32:401',5,469,477,1,1
1444,'2019/10/24 11:55:32:435',5,472,486,1,1
1445,'2019/10/24 11:55:32:469',5,481,490,1,1
1446,'2019/10/24 11:55:32:502',5,485,486,1,1
1447,'2019/10/24 11:55:32:535',5,485,477,1,1
1448,'2019/10/24 11:55:32:569',5,485,476,1,1
1449,'2019/10/24 11:55:32:603',5,483,474,1,1
1450,'2019/10/24 11:55:32:637',5,478,475,1,1
1451,'2019/10/24 11:55:32:671',5,478,480,1,1
1452,'2019/10/24 11:55:32:705',5,485,481,1,1
1453,'2019/10/24 11:55:32:738',5,491,483,1,1
1454,'2019/10/24 11:55:32:771',5,496,474,1,1
1455,'2019/10/24 11:55:32:804',5,492,467,1,1
1456,'2019/10/24 11:55:32:837',5,484,465,1,1
1457,'2019/10/24 11:55:32:871',5,472,465,1,1
1458,'2019/10/24 11:55:32:905',5,463,468,1,1
1459,'2019/10/24 11:55:32:938',5,463,472,1,1
1460,'2019/10/24 11:55:32:973',5,479,477,1,1
1461,'2019/10/24 11:55:33:012',5,500,477,1,1
1462,'2019/10/24 11:55:33:046',5,503,470,1,1
1463,'2019/10/24 11:55:33:079',5,490,456,1,1
1464,'2019/10/24 11:55:33:113',5,471,449,1,1
1465,'2019/10/24 11:55:33:147',5,457,449,1,1
1466,'2019/10/24 11:55:33:180',5,448,454,1,1
1467,'2019/10/24 11:55:33:215',5,445,472,1,1
1468,'2019/10/24 11:55:33:249',5,452,481,1,1
1469,'2019/10/24 11:55:33:282',5,475,489,1,1
1470,'2019/10/24 11:55:33:315',5,506,493,1,1
1471,'2019/10/24 11:55:33:349',5,512,489,1,1
1472,'2019/10/24 11:55:33:383',5,514,464,1,1
1473,'2019/10/24 11:55:33:417',5,507,449,1,1
1474,'2019/10/24 11:55:33:450',5,492,440,1,1
1475,'2019/10/24 11:55:33:484',5,477,438,1,1
1476,'2019/10/24 11:55:33:518',5,463,447,1,1
1477,'2019/10/24 11:55:33:551',5,454,463,1,1
1478,'2019/10/24 11:55:33:585',5,455,475,1,1
1479,'2019/10/24 11:55:33:618',5,461,480,1,1
1480,'2019/10/24 11:55:33:652',5,466,483,1,1
1481,'2019/10/24 11:55:33:686',5,478,484,1,1
1482,'2019/10/24 11:55:33:720',5,491,483,1,1
1483,'2019/10/24 11:55:33:754',5,497,476,1,1
1484,'2019/10/24 11:55:33:788',5,497,462,1,1
1485,'2019/10/24 11:55:33:821',5,495,459,1,1
1486,'2019/10/24 11:55:33:854',5,489,459,1,1
1487,'2019/10/24 11:55:33:888',5,481,465,1,1
1488,'2019/10/24 11:55:33:922',5,478,474,1,1
1489,'2019/10/24 11:55:33:955',5,488,484,1,1
1490,'2019/10/24 11:55:33:995',5,496,489,1,1
1491,'2019/10/24 11:55:34:023',5,496,489,1,1
1492,'2019/10/24 11:55:34:057',5,496,488,1,1
1493,'2019/10/24 11:55:34:090',5,495,488,1,1
1494,'2019/10/24 11:55:34:124',5,495,495,1,1
1495,'2019/10/24 11:55:34:157',5,503,532,1,1
1496,'2019/10/24 11:55:34:193',5,512,576,1,1
1497,'2019/10/24 11:55:34:229',5,512,609,1,1
1498,'2019/10/24 11:55:34:262',5,507,633,1,1
1499,'2019/10/24 11:55:34:297',5,507,633,1,1
1500,'2019/10/24 11:55:34:329',5,507,633,1,1
1501,'2019/10/24 11:55:34:362',5,507,633,1,1
1502,'2019/10/24 11:55:34:393',5,507,633,1,1
1503,'2019/10/24 11:55:34:430',5,507,633,1,1
1504,'2019/10/24 11:55:34:464',5,507,633,1,1
1505,'2019/10/24 11:55:34:498',5,507,633,1,1
1506,'2019/10/24 11:55:34:531',5,507,633,1,1
1507,'2019/10/24 11:55:34:603',5,507,633,1,1
1508,'2019/10/24 11:55:34:647',5,507,633,1,1
1509,'2019/10/24 11:55:34:680',5,507,633,1,1
1510,'2019/10/24 11:55:34:714',5,507,633,1,1
1511,'2019/10/24 11:55:34:748',5,507,633,1,1
1512,'2019/10/24 11:55:34:782',5,507,633,1,1
1513,'2019/10/24 11:55:34:816',5,507,633,1,1
1514,'2019/10/24 11:55:34:850',5,507,633,1,1
1515,'2019/10/24 11:55:34:884',5,507,633,1,1
1516,'2019/10/24 11:55:34:918',5,507,633,1,1
1517,'2019/10/24 11:55:34:952',5,507,633,1,1
1518,'2019/10/24 11:55:34:985',5,507,633,1,1
1519,'2019/10/24 11:55:35:019',5,507,633,1,1
1520,'2019/10/24 11:55:35:053',5,507,633,1,1
1521,'2019/10/24 11:55:35:086',5,507,633,1,1
1522,'2019/10/24 11:55:35:120',5,507,633,1,1
